"","Date","BURGLARY","FELONY ASSAULT","GRAND LARCENY","GRAND LARCENY OF MOTOR VEHICLE","MURDER & NON-NEGL. MANSLAUGHTE","RAPE","ROBBERY"
"1705",2010-09-01,57,52,130,34,2,16,51
"1706",2010-09-02,66,51,110,20,2,2,54
"1707",2010-09-03,57,53,126,25,5,1,62
"1708",2010-09-04,61,59,109,23,0,6,62
"1709",2010-09-05,35,69,95,21,2,10,47
"1710",2010-09-06,49,78,95,23,2,2,47
"1711",2010-09-07,50,49,109,26,0,3,48
"1712",2010-09-08,71,45,115,51,1,4,42
"1713",2010-09-09,50,42,121,24,3,2,46
"1714",2010-09-10,61,47,150,34,1,3,52
"1715",2010-09-11,52,57,111,36,2,6,61
"1716",2010-09-12,30,41,85,37,1,8,40
"1717",2010-09-13,49,32,111,38,0,1,49
"1718",2010-09-14,49,34,115,39,1,2,40
"1719",2010-09-15,57,38,124,25,2,0,55
"1720",2010-09-16,78,44,101,32,0,2,46
"1721",2010-09-17,73,53,121,33,1,2,56
"1722",2010-09-18,58,58,91,30,0,2,50
"1723",2010-09-19,42,57,98,35,1,2,47
"1724",2010-09-20,71,42,107,29,0,4,68
"1725",2010-09-21,57,43,132,36,2,1,67
"1726",2010-09-22,69,46,100,36,1,2,66
"1727",2010-09-23,52,44,126,52,2,3,60
"1728",2010-09-24,77,64,131,30,5,5,83
"1729",2010-09-25,55,64,117,36,2,10,75
"1730",2010-09-26,32,65,80,26,1,5,78
"1731",2010-09-27,64,48,128,40,1,2,66
"1732",2010-09-28,65,50,96,23,1,2,60
"1733",2010-09-29,57,41,132,28,4,3,69
"1734",2010-09-30,64,39,122,29,4,4,68
"1735",2010-10-01,83,48,151,36,2,12,78
"1736",2010-10-02,44,50,134,30,1,3,50
"1737",2010-10-03,38,46,96,20,2,6,61
"1738",2010-10-04,58,41,117,24,4,3,68
"1739",2010-10-05,66,30,128,32,3,5,76
"1740",2010-10-06,53,53,110,33,1,1,59
"1741",2010-10-07,59,36,106,26,0,6,66
"1742",2010-10-08,64,43,112,34,1,2,68
"1743",2010-10-09,45,59,112,26,1,4,49
"1744",2010-10-10,38,63,89,24,1,4,57
"1745",2010-10-11,52,34,94,30,2,3,57
"1746",2010-10-12,62,39,116,31,5,3,82
"1747",2010-10-13,52,42,120,33,2,6,61
"1748",2010-10-14,62,42,109,30,0,4,72
"1749",2010-10-15,90,40,117,30,1,4,70
"1750",2010-10-16,47,49,111,22,0,6,57
"1751",2010-10-17,26,53,99,23,1,4,72
"1752",2010-10-18,54,34,107,28,2,4,68
"1753",2010-10-19,56,30,99,24,0,0,62
"1754",2010-10-20,76,47,130,24,0,2,75
"1755",2010-10-21,69,38,105,33,1,6,57
"1756",2010-10-22,73,30,140,34,0,2,73
"1757",2010-10-23,35,53,133,31,4,9,64
"1758",2010-10-24,38,59,105,26,1,8,62
"1759",2010-10-25,70,43,107,33,2,1,72
"1760",2010-10-26,66,40,121,34,1,5,60
"1761",2010-10-27,56,49,128,28,1,7,82
"1762",2010-10-28,73,37,144,23,5,3,67
"1763",2010-10-29,58,34,141,23,0,3,82
"1764",2010-10-30,43,58,119,31,2,4,53
"1765",2010-10-31,37,64,112,25,1,5,50
"1766",2010-11-01,62,51,140,25,1,14,64
"1767",2010-11-02,44,32,113,28,1,3,52
"1768",2010-11-03,65,37,122,24,1,4,62
"1769",2010-11-04,46,32,97,22,0,3,55
"1770",2010-11-05,69,41,114,35,0,2,69
"1771",2010-11-06,46,57,89,35,2,5,50
"1772",2010-11-07,36,57,125,25,3,4,47
"1773",2010-11-08,67,32,109,22,5,1,72
"1774",2010-11-09,60,51,104,28,0,1,48
"1775",2010-11-10,57,41,117,16,2,4,70
"1776",2010-11-11,42,38,75,24,0,7,65
"1777",2010-11-12,84,47,135,29,1,3,65
"1778",2010-11-13,35,67,116,28,3,4,62
"1779",2010-11-14,53,63,106,30,3,5,36
"1780",2010-11-15,64,33,124,35,0,6,89
"1781",2010-11-16,49,42,105,33,0,4,63
"1782",2010-11-17,74,39,125,41,0,3,64
"1783",2010-11-18,67,52,133,22,0,2,73
"1784",2010-11-19,73,41,128,23,1,3,67
"1785",2010-11-20,47,58,112,30,2,4,42
"1786",2010-11-21,38,68,73,20,2,6,60
"1787",2010-11-22,59,46,127,33,0,4,62
"1788",2010-11-23,52,40,117,25,3,5,59
"1789",2010-11-24,88,33,122,26,3,6,61
"1790",2010-11-25,46,53,53,19,0,3,42
"1791",2010-11-26,55,64,130,18,0,3,47
"1792",2010-11-27,43,41,111,23,3,3,40
"1793",2010-11-28,27,69,82,22,1,3,57
"1794",2010-11-29,65,39,110,31,3,0,69
"1795",2010-11-30,53,44,127,28,3,1,73
"1796",2010-12-01,63,35,155,34,0,7,60
"1797",2010-12-02,59,38,100,20,1,2,47
"1798",2010-12-03,47,40,136,35,0,5,59
"1799",2010-12-04,50,55,117,37,1,5,60
"1800",2010-12-05,32,67,91,24,0,5,40
"1801",2010-12-06,65,30,113,31,1,2,61
"1802",2010-12-07,53,35,128,26,1,2,62
"1803",2010-12-08,36,38,110,29,1,5,53
"1804",2010-12-09,55,33,101,28,3,2,46
"1805",2010-12-10,64,37,139,31,3,5,60
"1806",2010-12-11,44,54,121,30,2,4,59
"1807",2010-12-12,26,52,89,30,1,2,55
"1808",2010-12-13,55,36,118,27,2,2,60
"1809",2010-12-14,47,33,103,30,0,1,52
"1810",2010-12-15,70,30,107,28,0,3,61
"1811",2010-12-16,52,54,134,27,0,4,59
"1812",2010-12-17,79,32,140,33,2,3,66
"1813",2010-12-18,38,43,136,22,1,1,62
"1814",2010-12-19,32,57,99,36,0,1,52
"1815",2010-12-20,53,44,126,17,1,1,61
"1816",2010-12-21,61,37,121,29,0,1,71
"1817",2010-12-22,80,33,124,27,3,2,51
"1818",2010-12-23,78,38,133,21,1,3,51
"1819",2010-12-24,57,52,118,36,0,3,58
"1820",2010-12-25,18,41,65,22,0,2,35
"1821",2010-12-26,21,29,70,24,3,0,38
"1822",2010-12-27,22,19,43,14,0,1,36
"1823",2010-12-28,33,37,66,10,1,1,28
"1824",2010-12-29,31,40,79,15,5,0,47
"1825",2010-12-30,41,43,125,18,0,4,73
"1826",2010-12-31,67,44,137,26,2,5,52
"1827",2011-01-01,34,132,171,22,1,42,60
"1828",2011-01-02,25,56,75,26,0,1,42
"1829",2011-01-03,49,33,93,30,0,4,55
"1830",2011-01-04,40,44,97,25,0,4,55
"1831",2011-01-05,47,36,89,29,1,4,61
"1832",2011-01-06,69,41,77,30,1,2,54
"1833",2011-01-07,59,38,92,18,1,4,73
"1834",2011-01-08,31,53,78,32,0,3,44
"1835",2011-01-09,32,50,73,19,2,5,41
"1836",2011-01-10,47,39,97,26,4,1,54
"1837",2011-01-11,76,41,97,24,0,2,55
"1838",2011-01-12,36,31,63,22,0,5,44
"1839",2011-01-13,48,37,88,22,1,1,44
"1840",2011-01-14,69,44,107,28,3,2,48
"1841",2011-01-15,47,48,114,31,0,6,42
"1842",2011-01-16,33,66,86,17,0,4,49
"1843",2011-01-17,40,44,72,23,0,1,48
"1844",2011-01-18,45,50,102,27,0,1,56
"1845",2011-01-19,61,36,100,21,0,7,72
"1846",2011-01-20,63,38,103,16,1,6,59
"1847",2011-01-21,64,40,100,24,1,4,51
"1848",2011-01-22,23,59,87,20,0,2,49
"1849",2011-01-23,20,65,91,30,2,4,38
"1850",2011-01-24,45,45,73,23,2,1,53
"1851",2011-01-25,47,31,83,28,0,4,60
"1852",2011-01-26,50,32,77,23,0,4,59
"1853",2011-01-27,26,26,69,9,0,3,37
"1854",2011-01-28,44,41,85,20,1,9,42
"1855",2011-01-29,39,43,78,25,1,2,30
"1856",2011-01-30,29,72,74,24,1,2,44
"1857",2011-01-31,37,40,82,19,0,5,49
"1858",2011-02-01,43,34,121,27,0,16,49
"1859",2011-02-02,37,39,71,18,2,1,29
"1860",2011-02-03,52,36,92,23,0,2,42
"1861",2011-02-04,55,29,115,22,1,4,46
"1862",2011-02-05,44,52,95,22,3,3,39
"1863",2011-02-06,33,62,84,25,2,2,47
"1864",2011-02-07,60,48,84,15,1,2,60
"1865",2011-02-08,51,40,95,28,0,2,35
"1866",2011-02-09,53,38,90,28,2,2,35
"1867",2011-02-10,43,32,87,17,3,4,53
"1868",2011-02-11,68,37,109,29,4,4,43
"1869",2011-02-12,34,46,82,20,4,1,35
"1870",2011-02-13,30,66,87,12,0,4,41
"1871",2011-02-14,33,34,90,27,0,7,42
"1872",2011-02-15,42,41,104,27,0,3,57
"1873",2011-02-16,47,44,97,33,0,6,44
"1874",2011-02-17,49,51,104,19,0,5,60
"1875",2011-02-18,65,50,86,22,0,3,41
"1876",2011-02-19,44,55,77,24,0,3,45
"1877",2011-02-20,28,53,74,31,2,4,33
"1878",2011-02-21,42,38,52,20,0,4,41
"1879",2011-02-22,44,42,78,21,0,4,45
"1880",2011-02-23,37,39,88,33,0,1,35
"1881",2011-02-24,50,37,82,23,1,3,36
"1882",2011-02-25,54,31,84,26,0,6,45
"1883",2011-02-26,30,54,83,30,1,2,37
"1884",2011-02-27,30,66,78,20,1,6,44
"1885",2011-02-28,55,35,71,26,1,4,41
"1886",2011-03-01,49,48,133,24,0,8,44
"1887",2011-03-02,45,37,83,21,3,1,50
"1888",2011-03-03,43,31,92,28,0,2,35
"1889",2011-03-04,54,40,107,25,0,2,39
"1890",2011-03-05,33,58,100,35,1,3,49
"1891",2011-03-06,30,55,59,17,1,5,34
"1892",2011-03-07,31,31,92,21,0,1,43
"1893",2011-03-08,55,33,90,21,0,2,49
"1894",2011-03-09,51,40,88,30,1,3,37
"1895",2011-03-10,56,30,74,44,2,4,41
"1896",2011-03-11,63,57,122,36,1,4,51
"1897",2011-03-12,46,68,105,30,2,5,51
"1898",2011-03-13,21,54,72,29,5,5,39
"1899",2011-03-14,48,46,97,17,1,0,42
"1900",2011-03-15,38,47,116,27,0,4,47
"1901",2011-03-16,41,38,75,19,3,3,40
"1902",2011-03-17,46,37,108,27,2,0,46
"1903",2011-03-18,40,54,119,30,1,5,49
"1904",2011-03-19,38,97,92,15,2,8,39
"1905",2011-03-20,39,56,72,24,1,2,45
"1906",2011-03-21,45,34,104,22,1,3,45
"1907",2011-03-22,33,61,90,26,1,6,59
"1908",2011-03-23,43,38,91,22,1,3,56
"1909",2011-03-24,59,38,100,27,1,2,63
"1910",2011-03-25,58,38,106,22,0,4,43
"1911",2011-03-26,28,37,112,21,2,4,32
"1912",2011-03-27,26,56,99,12,1,7,38
"1913",2011-03-28,55,44,95,31,2,3,45
"1914",2011-03-29,44,33,89,21,0,3,32
"1915",2011-03-30,54,39,113,23,1,1,52
"1916",2011-03-31,49,46,85,23,1,7,48
"1917",2011-04-01,61,43,161,21,1,6,62
"1918",2011-04-02,37,72,92,20,1,4,44
"1919",2011-04-03,26,52,95,19,2,0,32
"1920",2011-04-04,62,49,81,25,1,3,46
"1921",2011-04-05,38,44,92,17,1,5,47
"1922",2011-04-06,48,43,105,23,2,3,60
"1923",2011-04-07,49,50,85,29,2,3,57
"1924",2011-04-08,57,50,111,20,1,2,52
"1925",2011-04-09,30,69,122,26,0,4,42
"1926",2011-04-10,23,61,83,26,2,4,41
"1927",2011-04-11,51,68,102,19,2,2,50
"1928",2011-04-12,52,46,99,22,3,4,52
"1929",2011-04-13,53,47,97,12,0,5,43
"1930",2011-04-14,60,52,110,20,1,5,50
"1931",2011-04-15,58,48,125,28,0,5,55
"1932",2011-04-16,39,36,83,33,1,4,32
"1933",2011-04-17,37,52,92,23,4,6,41
"1934",2011-04-18,40,38,116,27,2,3,37
"1935",2011-04-19,54,34,85,27,2,5,46
"1936",2011-04-20,48,43,96,23,0,2,37
"1937",2011-04-21,37,40,84,23,0,4,39
"1938",2011-04-22,52,32,123,18,0,7,43
"1939",2011-04-23,30,53,86,24,3,5,38
"1940",2011-04-24,37,72,83,21,2,0,49
"1941",2011-04-25,32,73,86,19,1,1,44
"1942",2011-04-26,45,60,89,24,1,5,40
"1943",2011-04-27,46,51,107,19,2,5,64
"1944",2011-04-28,54,34,95,22,2,1,52
"1945",2011-04-29,62,44,130,36,3,3,54
"1946",2011-04-30,39,53,98,27,1,3,60
"1947",2011-05-01,46,64,123,29,0,13,54
"1948",2011-05-02,51,40,98,25,2,4,48
"1949",2011-05-03,62,58,92,18,5,3,53
"1950",2011-05-04,43,43,112,20,2,5,45
"1951",2011-05-05,62,51,85,14,3,4,60
"1952",2011-05-06,60,60,146,25,1,6,55
"1953",2011-05-07,31,64,108,17,0,8,41
"1954",2011-05-08,42,59,86,17,0,5,54
"1955",2011-05-09,53,55,125,16,3,3,49
"1956",2011-05-10,51,48,109,26,3,1,51
"1957",2011-05-11,72,62,119,21,2,2,53
"1958",2011-05-12,52,62,118,18,1,4,54
"1959",2011-05-13,60,63,140,26,1,4,68
"1960",2011-05-14,44,53,92,15,2,5,48
"1961",2011-05-15,22,69,94,26,1,5,54
"1962",2011-05-16,51,41,97,25,0,0,61
"1963",2011-05-17,45,51,112,23,1,1,63
"1964",2011-05-18,53,43,106,30,2,1,59
"1965",2011-05-19,55,52,114,21,2,1,47
"1966",2011-05-20,75,39,121,32,0,5,54
"1967",2011-05-21,35,73,99,21,1,4,46
"1968",2011-05-22,36,61,71,28,0,3,50
"1969",2011-05-23,61,45,96,25,0,1,73
"1970",2011-05-24,55,55,95,17,2,4,47
"1971",2011-05-25,58,51,100,20,3,4,57
"1972",2011-05-26,57,62,89,27,1,2,60
"1973",2011-05-27,67,67,115,26,1,5,48
"1974",2011-05-28,46,69,112,17,2,2,52
"1975",2011-05-29,47,84,75,19,5,9,48
"1976",2011-05-30,46,67,91,24,2,2,54
"1977",2011-05-31,35,46,95,21,1,3,48
"1978",2011-06-01,50,67,177,27,3,16,59
"1979",2011-06-02,54,57,103,24,0,6,59
"1980",2011-06-03,47,46,107,22,0,3,63
"1981",2011-06-04,37,80,103,31,0,7,58
"1982",2011-06-05,39,66,93,23,1,3,45
"1983",2011-06-06,56,52,103,18,2,1,53
"1984",2011-06-07,66,61,101,18,0,3,51
"1985",2011-06-08,41,50,95,21,1,2,54
"1986",2011-06-09,45,51,112,24,3,5,44
"1987",2011-06-10,63,45,123,20,1,4,48
"1988",2011-06-11,40,78,103,16,0,5,49
"1989",2011-06-12,32,65,101,25,2,2,52
"1990",2011-06-13,60,46,111,24,0,2,81
"1991",2011-06-14,53,47,111,27,1,10,59
"1992",2011-06-15,64,47,128,21,1,6,47
"1993",2011-06-16,41,68,106,34,1,4,54
"1994",2011-06-17,66,47,118,14,2,4,44
"1995",2011-06-18,44,76,107,19,3,3,58
"1996",2011-06-19,40,93,74,21,1,3,42
"1997",2011-06-20,60,64,114,16,0,1,58
"1998",2011-06-21,55,48,124,27,2,0,62
"1999",2011-06-22,58,47,115,20,0,1,70
"2000",2011-06-23,65,43,102,20,0,8,62
"2001",2011-06-24,71,39,130,21,2,2,47
"2002",2011-06-25,60,87,117,36,1,8,48
"2003",2011-06-26,41,75,95,22,2,6,55
"2004",2011-06-27,56,46,133,31,2,4,66
"2005",2011-06-28,65,76,138,23,2,4,58
"2006",2011-06-29,61,53,116,35,3,3,52
"2007",2011-06-30,51,48,139,29,2,3,48
"2008",2011-07-01,71,60,155,22,1,16,48
"2009",2011-07-02,60,58,106,21,6,2,63
"2010",2011-07-03,30,55,85,23,2,2,51
"2011",2011-07-04,44,57,81,28,2,4,62
"2012",2011-07-05,48,80,129,15,4,7,57
"2013",2011-07-06,50,44,100,19,1,3,45
"2014",2011-07-07,53,45,109,29,0,2,54
"2015",2011-07-08,68,49,106,28,2,1,54
"2016",2011-07-09,44,66,119,25,0,4,58
"2017",2011-07-10,42,70,75,32,1,5,48
"2018",2011-07-11,58,50,107,25,1,2,49
"2019",2011-07-12,57,59,115,27,2,0,59
"2020",2011-07-13,60,50,105,36,2,6,59
"2021",2011-07-14,53,58,138,29,3,3,56
"2022",2011-07-15,76,61,132,22,0,8,43
"2023",2011-07-16,36,67,101,35,1,5,44
"2024",2011-07-17,41,88,95,34,3,5,53
"2025",2011-07-18,61,54,101,26,0,2,73
"2026",2011-07-19,52,38,109,30,0,2,59
"2027",2011-07-20,53,57,104,21,1,2,64
"2028",2011-07-21,53,54,94,38,1,1,56
"2029",2011-07-22,61,56,110,34,1,8,47
"2030",2011-07-23,54,50,116,22,3,7,61
"2031",2011-07-24,41,68,95,28,1,5,62
"2032",2011-07-25,70,51,116,36,3,2,63
"2033",2011-07-26,75,44,106,42,2,5,61
"2034",2011-07-27,58,62,102,33,0,3,55
"2035",2011-07-28,57,47,113,35,2,3,66
"2036",2011-07-29,69,44,123,26,1,4,56
"2037",2011-07-30,50,76,104,26,5,4,59
"2038",2011-07-31,39,87,100,30,0,6,71
"2039",2011-08-01,56,51,170,27,2,9,61
"2040",2011-08-02,59,52,113,24,3,2,44
"2041",2011-08-03,63,44,98,38,2,3,63
"2042",2011-08-04,64,51,123,31,4,4,50
"2043",2011-08-05,67,46,143,32,0,9,52
"2044",2011-08-06,59,62,107,21,3,6,54
"2045",2011-08-07,41,70,91,32,2,6,57
"2046",2011-08-08,53,56,107,31,2,4,54
"2047",2011-08-09,55,51,121,26,1,1,49
"2048",2011-08-10,50,44,118,31,1,1,57
"2049",2011-08-11,67,48,125,36,0,4,42
"2050",2011-08-12,68,54,127,17,0,4,66
"2051",2011-08-13,66,68,104,28,4,6,59
"2052",2011-08-14,37,45,77,36,1,7,55
"2053",2011-08-15,74,33,134,27,1,5,69
"2054",2011-08-16,53,53,113,33,1,1,60
"2055",2011-08-17,62,41,122,30,1,7,59
"2056",2011-08-18,57,39,108,27,1,3,58
"2057",2011-08-19,70,52,152,26,0,5,61
"2058",2011-08-20,43,71,116,19,1,5,71
"2059",2011-08-21,33,97,70,27,5,4,76
"2060",2011-08-22,62,40,128,38,2,3,67
"2061",2011-08-23,68,53,111,26,3,4,54
"2062",2011-08-24,71,41,126,40,0,4,53
"2063",2011-08-25,60,38,112,34,0,3,45
"2064",2011-08-26,66,52,144,36,2,3,69
"2065",2011-08-27,78,73,68,26,3,3,62
"2066",2011-08-28,29,44,49,16,1,2,31
"2067",2011-08-29,43,61,136,29,3,2,55
"2068",2011-08-30,57,54,128,38,1,2,58
"2069",2011-08-31,55,50,113,17,2,2,62
"2070",2011-09-01,59,52,175,25,2,8,47
"2071",2011-09-02,64,47,132,31,5,1,46
"2072",2011-09-03,55,59,100,28,3,5,63
"2073",2011-09-04,39,111,102,31,3,4,52
"2074",2011-09-05,47,81,108,32,3,3,57
"2075",2011-09-06,43,57,99,33,1,3,50
"2076",2011-09-07,50,31,103,26,1,2,49
"2077",2011-09-08,57,36,94,44,2,5,57
"2078",2011-09-09,59,49,115,35,0,3,62
"2079",2011-09-10,46,75,103,32,1,1,49
"2080",2011-09-11,33,72,101,25,1,5,54
"2081",2011-09-12,45,47,124,25,0,4,60
"2082",2011-09-13,65,45,131,24,0,2,59
"2083",2011-09-14,57,34,120,25,3,0,66
"2084",2011-09-15,51,39,122,30,2,4,50
"2085",2011-09-16,65,41,130,29,1,8,61
"2086",2011-09-17,29,59,118,17,2,2,60
"2087",2011-09-18,38,73,92,18,2,1,59
"2088",2011-09-19,79,45,117,33,3,3,82
"2089",2011-09-20,53,48,124,17,0,1,67
"2090",2011-09-21,72,44,119,29,1,1,75
"2091",2011-09-22,81,36,115,27,1,1,68
"2092",2011-09-23,68,57,118,41,1,3,65
"2093",2011-09-24,41,73,98,28,4,5,67
"2094",2011-09-25,31,87,102,38,3,4,79
"2095",2011-09-26,70,46,114,34,1,4,84
"2096",2011-09-27,70,46,103,33,0,2,74
"2097",2011-09-28,67,49,114,38,1,4,53
"2098",2011-09-29,56,38,134,29,1,0,67
"2099",2011-09-30,59,65,127,23,3,3,69
"2100",2011-10-01,51,58,154,30,2,11,45
"2101",2011-10-02,33,48,93,29,2,2,62
"2102",2011-10-03,68,37,106,20,1,2,64
"2103",2011-10-04,59,42,97,20,3,1,48
"2104",2011-10-05,69,32,124,33,0,3,66
"2105",2011-10-06,59,33,103,24,1,2,59
"2106",2011-10-07,83,47,118,29,1,2,65
"2107",2011-10-08,41,62,77,30,1,5,48
"2108",2011-10-09,27,63,101,24,1,4,49
"2109",2011-10-10,48,62,102,27,1,6,58
"2110",2011-10-11,64,41,120,31,1,4,72
"2111",2011-10-12,57,30,109,33,2,0,61
"2112",2011-10-13,64,44,121,31,2,4,76
"2113",2011-10-14,74,38,116,21,2,3,75
"2114",2011-10-15,59,64,135,30,1,4,55
"2115",2011-10-16,33,71,105,32,2,2,58
"2116",2011-10-17,69,46,111,20,4,3,63
"2117",2011-10-18,55,39,120,19,0,2,51
"2118",2011-10-19,61,52,111,33,1,4,56
"2119",2011-10-20,58,55,137,29,3,3,57
"2120",2011-10-21,65,42,128,40,2,1,80
"2121",2011-10-22,50,65,116,26,0,3,69
"2122",2011-10-23,33,54,84,21,2,4,53
"2123",2011-10-24,69,46,118,23,1,0,77
"2124",2011-10-25,59,42,112,25,1,3,70
"2125",2011-10-26,55,34,128,22,0,2,78
"2126",2011-10-27,44,38,137,15,0,2,58
"2127",2011-10-28,87,42,158,33,4,6,79
"2128",2011-10-29,40,59,94,26,3,3,46
"2129",2011-10-30,37,55,92,25,1,8,53
"2130",2011-10-31,60,51,128,25,1,2,76
"2131",2011-11-01,45,55,186,28,1,12,72
"2132",2011-11-02,54,42,106,28,1,1,48
"2133",2011-11-03,57,44,109,20,0,4,50
"2134",2011-11-04,52,45,130,26,0,9,68
"2135",2011-11-05,35,52,135,26,2,7,44
"2136",2011-11-06,32,50,88,21,0,5,55
"2137",2011-11-07,70,54,115,21,1,2,80
"2138",2011-11-08,39,31,106,21,1,4,56
"2139",2011-11-09,55,45,117,24,0,0,55
"2140",2011-11-10,59,48,104,39,0,6,52
"2141",2011-11-11,60,29,128,27,3,1,52
"2142",2011-11-12,34,56,102,23,2,10,45
"2143",2011-11-13,41,50,109,25,4,2,56
"2144",2011-11-14,72,43,127,18,1,7,60
"2145",2011-11-15,53,68,120,34,4,2,55
"2146",2011-11-16,60,37,105,25,0,4,57
"2147",2011-11-17,60,50,114,35,1,3,58
"2148",2011-11-18,70,39,115,30,1,5,53
"2149",2011-11-19,45,56,121,19,1,3,51
"2150",2011-11-20,37,59,82,26,1,1,55
"2151",2011-11-21,74,48,110,24,2,0,86
"2152",2011-11-22,68,37,137,34,1,2,79
"2153",2011-11-23,89,52,140,41,3,5,65
"2154",2011-11-24,51,50,79,15,2,6,34
"2155",2011-11-25,48,59,151,15,0,3,53
"2156",2011-11-26,46,60,109,34,1,4,73
"2157",2011-11-27,44,51,91,24,1,5,71
"2158",2011-11-28,75,39,118,28,0,2,68
"2159",2011-11-29,66,46,108,17,0,2,70
"2160",2011-11-30,75,39,121,17,0,3,69
"2161",2011-12-01,70,37,143,23,2,9,54
"2162",2011-12-02,73,58,119,32,2,4,58
"2163",2011-12-03,33,39,115,21,1,1,37
"2164",2011-12-04,42,76,93,13,2,4,49
"2165",2011-12-05,79,49,133,24,1,4,71
"2166",2011-12-06,49,47,111,23,1,7,73
"2167",2011-12-07,71,51,85,22,1,5,56
"2168",2011-12-08,61,35,121,25,1,2,48
"2169",2011-12-09,82,45,126,15,0,5,60
"2170",2011-12-10,54,53,118,32,1,3,61
"2171",2011-12-11,24,54,100,33,2,3,43
"2172",2011-12-12,68,35,119,30,5,1,59
"2173",2011-12-13,69,42,113,28,0,2,52
"2174",2011-12-14,64,45,120,26,0,1,63
"2175",2011-12-15,65,48,146,25,2,3,70
"2176",2011-12-16,76,38,139,31,1,4,73
"2177",2011-12-17,48,51,112,19,2,1,46
"2178",2011-12-18,44,49,90,21,1,0,52
"2179",2011-12-19,69,37,123,30,1,0,66
"2180",2011-12-20,54,37,144,24,1,3,77
"2181",2011-12-21,79,44,132,31,2,5,70
"2182",2011-12-22,77,36,135,15,2,1,79
"2183",2011-12-23,91,41,152,28,2,3,81
"2184",2011-12-24,61,59,105,20,1,2,50
"2185",2011-12-25,36,48,52,22,0,1,29
"2186",2011-12-26,42,36,83,33,3,5,37
"2187",2011-12-27,35,43,85,30,0,3,68
"2188",2011-12-28,54,24,110,29,0,2,53
"2189",2011-12-29,55,34,106,33,0,2,48
"2190",2011-12-30,56,51,129,23,1,3,76
"2191",2011-12-31,63,81,124,19,2,7,62
"2192",2012-01-01,39,103,150,22,2,27,62
"2193",2012-01-02,44,42,80,10,1,1,54
"2194",2012-01-03,51,36,104,26,1,4,39
"2195",2012-01-04,47,33,80,31,0,2,43
"2196",2012-01-05,52,41,97,17,0,2,53
"2197",2012-01-06,77,48,120,18,3,3,55
"2198",2012-01-07,36,53,97,21,1,6,55
"2199",2012-01-08,29,58,83,17,2,5,54
"2200",2012-01-09,62,44,124,17,1,3,65
"2201",2012-01-10,65,38,101,17,1,2,57
"2202",2012-01-11,56,35,84,18,0,2,64
"2203",2012-01-12,56,43,99,16,2,1,57
"2204",2012-01-13,63,39,114,24,1,5,70
"2205",2012-01-14,25,46,91,23,3,2,42
"2206",2012-01-15,43,34,86,18,2,9,37
"2207",2012-01-16,48,40,91,16,0,0,40
"2208",2012-01-17,60,36,112,17,0,2,59
"2209",2012-01-18,44,40,101,18,1,1,56
"2210",2012-01-19,60,35,109,26,1,3,66
"2211",2012-01-20,62,40,117,27,0,9,69
"2212",2012-01-21,42,53,64,20,1,1,44
"2213",2012-01-22,28,45,88,17,0,3,47
"2214",2012-01-23,60,47,114,20,1,2,67
"2215",2012-01-24,71,34,93,12,2,2,67
"2216",2012-01-25,48,37,105,20,1,5,70
"2217",2012-01-26,71,39,92,17,0,3,57
"2218",2012-01-27,61,46,136,24,1,3,68
"2219",2012-01-28,39,70,105,17,2,2,58
"2220",2012-01-29,33,56,96,20,1,5,70
"2221",2012-01-30,55,40,108,29,0,2,50
"2222",2012-01-31,52,43,112,17,2,3,57
"2223",2012-02-01,50,48,129,16,1,12,59
"2224",2012-02-02,67,41,97,23,2,1,58
"2225",2012-02-03,68,41,118,18,0,3,51
"2226",2012-02-04,42,53,114,20,3,4,43
"2227",2012-02-05,31,62,77,15,2,3,37
"2228",2012-02-06,51,36,116,15,2,4,53
"2229",2012-02-07,48,43,107,12,0,3,54
"2230",2012-02-08,59,39,101,14,1,1,48
"2231",2012-02-09,56,45,116,18,0,2,34
"2232",2012-02-10,78,48,138,29,0,3,36
"2233",2012-02-11,24,59,78,17,2,5,42
"2234",2012-02-12,28,52,90,20,0,5,28
"2235",2012-02-13,51,41,105,17,1,2,55
"2236",2012-02-14,47,37,109,19,0,6,49
"2237",2012-02-15,53,51,113,23,2,3,57
"2238",2012-02-16,48,39,97,16,1,1,48
"2239",2012-02-17,63,37,118,21,1,4,58
"2240",2012-02-18,34,50,116,29,1,6,56
"2241",2012-02-19,27,53,87,26,0,4,36
"2242",2012-02-20,36,30,90,22,0,3,50
"2243",2012-02-21,43,40,117,21,0,1,37
"2244",2012-02-22,34,49,101,17,0,3,50
"2245",2012-02-23,39,46,104,19,1,3,40
"2246",2012-02-24,66,36,127,23,1,1,36
"2247",2012-02-25,32,61,106,19,0,1,50
"2248",2012-02-26,24,50,81,17,1,3,42
"2249",2012-02-27,57,35,99,24,1,2,49
"2250",2012-02-28,42,42,112,14,0,7,36
"2251",2012-02-29,69,40,116,14,2,3,50
"2252",2012-03-01,46,37,138,16,0,5,55
"2253",2012-03-02,56,38,100,17,2,2,54
"2254",2012-03-03,30,54,120,19,1,2,32
"2255",2012-03-04,28,64,90,18,0,4,42
"2256",2012-03-05,53,42,93,18,1,2,38
"2257",2012-03-06,42,45,91,14,0,3,43
"2258",2012-03-07,51,34,95,10,1,2,54
"2259",2012-03-08,47,51,100,15,4,2,50
"2260",2012-03-09,57,38,121,22,0,2,44
